,Unnamed: 0,customer_id,total_order,s_order,r_order,c_order,credit_payment,emi_payment,cod_payment,price_range_one,price_range_two,price_range_three,last_three_month_order,last_six_month_order,last_one_year_order,order_score,payment_score,product_score,total_score,loan_amount,interest
242,242,C243,47,8,6,33,3,2,3,0,1,7,6,8,8,-6.170212766,17.5,57.5,68.82978723,3000,8
243,243,C244,36,22,13,1,17,5,0,5,6,11,17,21,22,4.722222222,17.72727273,45.45454545,67.9040404,3000,8
244,244,C245,34,21,3,10,6,11,4,18,2,1,9,20,21,7.647058824,14.76190476,23.80952381,46.21848739,2000,14
245,245,C246,20,10,4,6,7,0,3,3,0,7,6,6,7,3,20,48,71,3500,8
246,246,C247,41,35,1,5,27,5,3,29,6,0,13,19,24,15.36585366,18.57142857,23.42857143,57.36585366,2500,8
247,247,C248,39,0,8,31,0,0,0,0,0,0,0,0,0,-12.05128205,0,23.42857143,11.37728938,500,14
248,248,C249,39,22,7,10,7,11,4,22,0,0,17,17,17,5.128205128,15,20,40.12820513,2000,14
249,249,C250,41,22,14,5,20,2,0,2,4,16,10,15,19,2.682926829,19.09090909,52.72727273,74.50110865,3500,8
250,250,C251,47,0,37,10,0,0,0,0,0,0,0,0,0,-17.87234043,0,52.72727273,34.8549323,1500,14
251,251,C252,9,2,6,1,0,1,1,2,0,0,1,2,2,-10,15,20,25,1000,14
252,252,C253,36,12,9,15,6,1,5,12,0,0,7,8,8,-2.5,19.16666667,20,36.66666667,1500,14
253,253,C254,24,23,0,1,9,12,2,5,15,3,5,19,21,18.75,14.7826087,38.26086957,71.79347826,3500,8
254,254,C255,6,5,0,1,0,3,2,0,0,5,5,5,5,15,14,60,89,4000,8
255,255,C256,29,18,7,4,4,7,7,6,8,4,16,18,18,6.206896552,16.11111111,37.77777778,60.09578544,3000,8
256,256,C257,36,24,6,6,12,3,9,11,7,6,0,18,23,8.333333333,18.75,35.83333333,62.91666667,3000,8
257,257,C258,16,15,0,1,11,3,1,15,0,0,12,12,13,18.125,18,20,56.125,2500,10
258,258,C259,17,2,1,14,2,0,0,1,0,1,2,2,2,-7.058823529,20,40,52.94117647,2500,10
259,259,C260,9,4,3,2,3,0,1,0,1,3,1,1,2,0,20,55,75,3500,8
260,260,C261,48,40,7,1,14,15,11,34,1,5,1,36,37,13.54166667,16.25,25.5,55.29166667,2500,10
261,261,C262,45,40,4,1,13,11,16,39,0,1,22,29,32,15.77777778,17.25,21,54.02777778,2500,10
262,262,C263,29,12,6,11,4,5,3,1,3,8,10,10,12,0.344827586,15.83333333,51.66666667,67.84482759,3000,8
263,263,C264,25,0,17,8,0,0,0,0,0,0,0,0,0,-16.8,0,51.66666667,34.86666667,1500,14
264,264,C265,25,23,0,2,21,0,2,21,2,0,21,22,22,17.6,20,21.73913043,59.33913043,2500,8
265,265,C266,29,13,9,7,13,0,0,5,3,5,12,13,13,0.344827586,20,40,60.34482759,3000,8
266,266,C267,20,5,11,4,2,1,2,5,0,0,5,5,5,-8,18,20,30,1500,14
267,267,C268,31,5,6,20,4,0,1,3,0,2,4,4,5,-7.096774194,20,36,48.90322581,2000,12
268,268,C269,3,0,0,3,0,0,0,0,0,0,0,0,0,-10,0,36,26,1000,14
269,269,C270,28,8,6,14,8,0,0,7,1,0,4,7,7,-3.571428571,20,22.5,38.92857143,1500,14
270,270,C271,48,23,9,16,0,1,22,15,6,2,12,20,21,2.5,19.56521739,28.69565217,50.76086957,2500,12
271,271,C272,27,11,0,16,0,2,9,9,1,1,11,11,11,2.222222222,18.18181818,25.45454545,45.85858586,2000,14
272,272,C273,31,30,0,1,13,9,8,24,0,6,2,4,20,19.03225806,17,28,64.03225806,3000,8
273,273,C274,41,24,3,14,4,7,13,21,0,3,13,16,17,6.829268293,17.08333333,25,48.91260163,2000,12
274,274,C275,5,1,2,2,1,0,0,0,0,1,0,1,1,-8,20,60,72,3500,8
275,275,C276,47,11,25,11,2,5,4,10,0,1,4,6,9,-8.29787234,15.45454545,23.63636364,30.79303675,1500,14
276,276,C277,43,5,31,7,5,0,0,2,2,1,4,5,5,-13.72093023,20,36,42.27906977,2000,14
277,277,C278,26,13,1,12,4,3,6,8,3,2,0,8,11,4.615384615,17.69230769,30.76923077,53.07692308,2500,10
278,278,C279,31,4,23,4,2,0,2,4,0,0,1,4,4,-13.5483871,20,20,26.4516129,1000,14
279,279,C280,39,24,7,8,9,13,2,3,12,9,7,10,23,6.666666667,14.58333333,45,66.25,3000,8
280,280,C281,10,5,2,3,5,0,0,5,0,0,2,3,4,3,20,20,43,2000,14
281,281,C282,29,11,17,1,0,11,0,7,0,4,4,8,9,-4.482758621,10,34.54545455,40.06269592,2000,14
282,282,C283,33,1,7,25,0,0,1,0,1,0,0,1,1,-11.21212121,20,40,48.78787879,2000,12
283,283,C284,27,1,2,24,0,0,1,0,1,0,1,1,1,-9.62962963,20,40,50.37037037,2500,12
284,284,C285,21,13,2,6,11,0,2,3,9,1,12,12,12,7.619047619,20,36.92307692,64.54212454,3000,8
285,285,C286,33,5,14,14,0,0,5,1,1,3,0,5,5,-9.696969697,20,48,58.3030303,2500,8
286,286,C287,4,2,1,1,1,0,1,2,0,0,2,2,2,2.5,20,20,42.5,2000,14
287,287,C288,40,6,23,11,5,0,1,2,2,2,0,1,3,-11.25,20,40,48.75,2000,12
288,288,C289,40,24,13,3,13,6,5,2,12,10,11,20,20,4.75,17.5,46.66666667,68.91666667,3000,8
289,289,C290,49,36,12,1,35,0,1,33,1,2,0,19,23,9.591836735,20,22.77777778,52.36961451,2500,10
290,290,C291,4,3,0,1,2,1,0,3,0,0,1,3,3,12.5,16.66666667,20,49.16666667,2000,12
291,291,C292,39,7,2,30,1,0,6,7,0,0,1,5,6,-5.128205128,20,20,34.87179487,1500,14
292,292,C293,29,27,0,2,0,16,11,23,4,0,25,26,26,17.93103448,14.07407407,22.96296296,54.96807152,2500,10
293,293,C294,3,2,0,1,2,0,0,0,1,1,2,2,2,10,20,50,80,4000,8
294,294,C295,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,50,40,2000,14
295,295,C296,24,18,2,4,14,3,1,4,14,0,12,16,18,11.66666667,18.33333333,35.55555556,65.55555556,3000,8
296,296,C297,30,0,14,16,0,0,0,0,0,0,0,0,0,-14.66666667,0,35.55555556,20.88888889,1000,14
297,297,C298,28,6,12,10,4,0,2,0,3,3,0,4,6,-7.857142857,20,50,62.14285714,3000,8
298,298,C299,39,28,9,2,21,0,7,19,6,3,1,12,28,9.230769231,20,28.57142857,57.8021978,2500,8
299,299,C300,43,37,2,4,23,11,3,12,10,15,15,33,36,15.34883721,17.02702703,41.62162162,73.99748586,3500,8
300,300,C301,3,0,2,1,0,0,0,0,0,0,0,0,0,-16.66666667,0,41.62162162,24.95495495,1000,14
301,301,C302,45,35,8,2,5,7,23,22,9,4,29,34,34,11.55555556,18,29.71428571,59.26984127,2500,8
302,302,C303,27,0,2,25,0,0,0,0,0,0,0,0,0,-10.74074074,0,29.71428571,18.97354497,500,14
303,303,C304,3,1,1,1,1,0,0,1,0,0,0,1,1,-3.333333333,20,20,36.66666667,1500,14
304,304,C305,49,1,13,35,0,1,0,0,1,0,1,1,1,-12.04081633,10,40,37.95918367,1500,14
305,305,C306,39,4,34,1,1,2,1,1,0,3,1,2,2,-15.64102564,15,50,49.35897436,2000,12
306,306,C307,27,15,1,11,14,1,0,14,1,0,7,13,15,6.296296296,19.33333333,21.33333333,46.96296296,2000,14
307,307,C308,3,1,0,2,0,1,0,0,0,1,1,1,1,0,10,60,70,3500,8
308,308,C309,2,1,0,1,0,0,1,1,0,0,1,1,1,5,20,20,45,2000,14
309,309,C310,3,2,0,1,0,2,0,1,0,1,2,2,2,10,10,40,60,3000,8
310,310,C311,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,40,30,1500,14
311,311,C312,33,32,0,1,9,11,12,25,5,2,28,29,32,19.09090909,16.5625,25.625,61.27840909,3000,8
312,312,C313,35,0,11,24,0,0,0,0,0,0,0,0,0,-13.14285714,0,25.625,12.48214286,500,14
313,313,C314,45,7,17,21,0,3,4,5,1,1,1,6,6,-9.111111111,15.71428571,28.57142857,35.17460317,1500,14
314,314,C315,43,25,4,14,15,3,7,7,7,11,17,21,21,6.511627907,18.8,43.2,68.51162791,3000,8
315,315,C316,9,6,0,3,2,3,1,4,1,1,4,5,6,10,15,30,55,2500,10
316,316,C317,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,30,15,500,14
317,317,C318,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,30,15,500,14
318,318,C319,10,8,0,2,6,1,1,4,3,1,3,3,6,14,18.75,32.5,65.25,3000,8
319,319,C320,20,8,1,11,5,3,0,6,2,0,5,5,6,1.5,16.25,25,42.75,2000,14
320,320,C321,36,8,6,22,6,1,1,8,0,0,5,6,7,-5,18.75,20,33.75,1500,14
321,321,C322,43,18,17,8,10,0,8,4,0,14,5,17,18,-1.395348837,20,51.11111111,69.71576227,3000,8
322,322,C323,4,3,0,1,0,3,0,1,1,1,2,2,2,12.5,10,40,62.5,3000,8
323,323,C324,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,40,25,1000,14
324,324,C325,25,3,14,8,2,0,1,2,0,1,2,3,3,-12,20,33.33333333,41.33333333,2000,14
325,325,C326,6,0,5,1,0,0,0,0,0,0,0,0,0,-18.33333333,0,33.33333333,15,500,14
326,326,C327,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,33.33333333,23.33333333,1000,14
327,327,C328,22,9,6,7,2,2,5,5,2,2,0,1,8,-0.454545455,17.77777778,33.33333333,50.65656566,2500,12
328,328,C329,20,6,10,4,3,1,2,0,0,6,1,3,4,-6,18.33333333,60,72.33333333,3500,8
329,329,C330,29,13,12,4,9,1,3,13,0,0,6,11,12,-0.689655172,19.23076923,20,38.54111406,1500,14
330,330,C331,17,4,12,1,0,3,1,0,3,1,4,4,4,-10,12.5,45,47.5,2000,12
331,331,C332,30,11,11,8,9,1,1,11,0,0,7,10,10,-2.666666667,19.09090909,20,36.42424242,1500,14
332,332,C333,6,1,0,5,0,1,0,1,0,0,1,1,1,-5,10,20,25,1000,14
333,333,C334,26,25,0,1,2,15,8,7,15,3,22,24,25,18.84615385,14,36.8,69.64615385,3000,8
334,334,C335,5,0,3,2,0,0,0,0,0,0,0,0,0,-16,0,36.8,20.8,1000,14
335,335,C336,35,10,15,10,10,0,0,3,5,2,1,9,9,-5.714285714,20,38,52.28571429,2500,10
336,336,C337,40,30,1,9,15,2,13,7,16,7,18,21,29,12.25,19.33333333,40,71.58333333,3500,8
337,337,C338,4,3,0,1,2,0,1,0,3,0,3,3,3,12.5,20,40,72.5,3500,8
338,338,C339,19,2,3,14,0,0,2,0,0,2,0,2,2,-8.421052632,20,60,71.57894737,3500,8
339,339,C340,49,18,24,7,4,2,12,1,2,15,13,16,16,-3.87755102,18.88888889,55.55555556,70.56689342,3500,8
340,340,C341,44,5,7,32,0,1,4,5,0,0,5,5,5,-8.181818182,18,20,29.81818182,1000,14
341,341,C342,22,1,6,15,0,0,1,1,0,0,0,0,0,-11.36363636,20,20,28.63636364,1000,14
342,342,C343,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
343,343,C344,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
344,344,C345,32,23,2,7,4,3,16,1,5,17,16,20,21,10.9375,18.69565217,53.91304348,83.54619565,4000,8
345,345,C346,19,13,1,5,13,0,0,8,4,1,10,13,13,10,20,29.23076923,59.23076923,2500,8
346,346,C347,17,2,12,3,1,1,0,1,0,1,1,1,2,-13.52941176,15,40,41.47058824,2000,14
347,347,C348,46,43,2,1,1,30,12,4,15,24,36,42,42,17.60869565,13.02325581,49.30232558,79.93427705,3500,8
348,348,C349,19,4,9,6,3,0,1,0,3,1,1,2,3,-8.421052632,20,45,56.57894737,2500,10
349,349,C350,38,13,9,16,4,9,0,10,3,0,12,13,13,-2.105263158,13.07692308,24.61538462,35.58704453,1500,14
350,350,C351,31,0,2,29,0,0,0,0,0,0,0,0,0,-10.64516129,0,24.61538462,13.97022333,500,14
351,351,C352,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,24.61538462,14.61538462,500,14
352,352,C353,39,20,5,14,16,1,3,1,7,12,20,20,20,4.102564103,19.5,51,74.6025641,3500,8
353,353,C354,21,6,3,12,3,3,0,1,1,4,3,4,5,-2.857142857,15,50,62.14285714,3000,8
354,354,C355,30,29,0,1,18,11,0,4,19,6,25,28,28,19,16.20689655,41.37931034,76.5862069,3500,8
355,355,C356,44,26,11,7,17,2,7,16,7,3,17,21,26,5.227272727,19.23076923,30,54.45804196,2500,10
356,356,C357,36,10,17,9,8,1,1,8,0,2,1,9,10,-6.388888889,19,28,40.61111111,2000,14
357,357,C358,24,9,7,8,0,3,6,1,6,2,0,8,9,-1.666666667,16.66666667,42.22222222,57.22222222,2500,10
358,358,C359,31,24,6,1,22,0,2,9,0,15,5,8,15,11.29032258,20,45,76.29032258,3500,8
359,359,C360,32,1,30,1,0,1,0,0,1,0,0,1,1,-18.4375,10,40,31.5625,1500,14
360,360,C361,2,1,0,1,1,0,0,0,1,0,1,1,1,5,20,40,65,3000,8
361,361,C362,22,6,10,6,4,2,0,4,1,1,2,2,3,-6.363636364,16.66666667,30,40.3030303,2000,14
362,362,C363,44,21,10,13,1,14,6,0,18,3,4,20,20,2.045454545,13.33333333,42.85714286,58.23593074,2500,8
363,363,C364,9,1,5,3,0,1,0,0,0,1,1,1,1,-12.22222222,10,60,57.77777778,2500,8
364,364,C365,17,10,1,6,2,6,2,0,6,4,6,10,10,7.058823529,14,48,69.05882353,3000,8
365,365,C366,45,25,14,6,24,0,1,9,9,7,20,24,25,3.555555556,20,38.4,61.95555556,3000,8
366,366,C367,26,5,11,10,3,1,1,5,0,0,0,1,3,-8.461538462,18,20,29.53846154,1000,14
367,367,C368,33,23,9,1,13,7,3,4,8,11,10,11,21,8.181818182,16.95652174,46.08695652,71.22529644,3500,8
368,368,C369,40,10,0,30,5,4,1,8,2,0,10,10,10,-2.5,16,24,37.5,1500,14
369,369,C370,35,33,0,2,29,4,0,11,3,19,4,24,26,18.28571429,18.78787879,44.84848485,81.92207792,4000,8
370,370,C371,45,10,15,20,10,0,0,3,7,0,6,8,8,-6.666666667,20,34,47.33333333,2000,12
371,371,C372,10,9,0,1,0,4,5,7,0,2,9,9,9,17,15.55555556,28.88888889,61.44444444,3000,8
372,372,C373,34,5,24,5,5,0,0,3,1,1,0,0,0,-12.64705882,20,32,39.35294118,1500,14
373,373,C374,22,3,6,13,1,1,1,3,0,0,3,3,3,-8.636363636,16.66666667,20,28.03030303,1000,14
374,374,C375,16,5,10,1,5,0,0,2,2,1,0,4,4,-6.875,20,36,49.125,2000,12
375,375,C376,45,3,22,20,1,0,2,2,0,1,2,3,3,-12.88888889,20,33.33333333,40.44444444,2000,14
376,376,C377,8,6,0,2,3,3,0,5,0,1,2,4,4,12.5,15,26.66666667,54.16666667,2500,10
377,377,C378,43,21,0,22,9,12,0,19,1,1,3,11,11,4.651162791,14.28571429,22.85714286,41.79401993,2000,14
378,378,C379,21,1,4,16,0,1,0,1,0,0,0,0,1,-10.47619048,10,20,19.52380952,500,14
379,379,C380,9,4,0,5,4,0,0,0,1,3,2,4,4,3.333333333,20,55,78.33333333,3500,8
380,380,C381,4,3,0,1,1,2,0,2,1,0,1,1,1,12.5,13.33333333,26.66666667,52.5,2500,10
381,381,C382,27,1,20,6,1,0,0,0,0,1,1,1,1,-16.2962963,20,60,63.7037037,3000,8
382,382,C383,39,13,17,9,0,4,9,8,0,5,7,10,12,-4.358974359,16.92307692,35.38461538,47.94871795,2000,12
383,383,C384,41,4,10,27,2,2,0,4,0,0,2,4,4,-9.512195122,15,20,25.48780488,1000,14
384,384,C385,16,10,3,3,1,6,3,10,0,0,7,7,10,6.875,14,20,40.875,2000,14
385,385,C386,9,5,0,4,2,1,2,0,0,5,1,3,4,6.666666667,18,60,84.66666667,4000,8
386,386,C387,12,6,0,6,2,0,4,1,5,0,1,5,5,5,20,36.66666667,61.66666667,3000,8
387,387,C388,8,3,4,1,1,2,0,2,0,1,1,3,3,-3.75,13.33333333,33.33333333,42.91666667,2000,14
388,388,C389,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,33.33333333,23.33333333,1000,14
389,389,C390,27,10,1,16,5,0,5,10,0,0,9,10,10,0.740740741,20,20,40.74074074,2000,14
390,390,C391,5,0,1,4,0,0,0,0,0,0,0,0,0,-12,0,20,8,0,14
391,391,C392,10,4,2,4,4,0,0,4,0,0,0,1,3,0,20,20,40,2000,14
392,392,C393,33,28,3,2,26,1,1,11,12,5,8,15,18,14.54545455,19.64285714,35.71428571,69.9025974,3000,8
393,393,C394,39,1,37,1,0,0,1,0,1,0,0,1,1,-18.71794872,20,40,41.28205128,2000,14
394,394,C395,36,18,16,2,16,2,0,4,14,0,0,2,14,0.555555556,18.88888889,35.55555556,55,2500,10
395,395,C396,3,1,0,2,1,0,0,1,0,0,0,0,0,0,20,20,40,2000,14
396,396,C397,30,13,12,5,0,13,0,11,1,1,4,12,12,-1,10,24.61538462,33.61538462,1500,14
397,397,C398,19,12,5,2,11,1,0,0,4,8,11,12,12,6.315789474,19.16666667,53.33333333,78.81578947,3500,8
398,398,C399,21,18,1,2,6,10,2,17,1,0,7,7,9,15.23809524,14.44444444,21.11111111,50.79365079,2500,12
399,399,C400,17,15,1,1,6,7,2,12,3,0,11,13,15,15.88235294,15.33333333,24,55.21568627,2500,10
400,400,C401,27,16,9,2,0,0,16,10,6,0,0,3,8,4.444444444,20,27.5,51.94444444,2500,12
401,401,C402,48,10,2,36,9,0,1,5,3,2,6,7,9,-4.166666667,20,34,49.83333333,2000,12
402,402,C403,49,17,31,1,15,0,2,15,0,2,11,12,16,-5.918367347,20,24.70588235,38.78751501,1500,14
403,403,C404,40,4,29,7,1,0,3,3,0,1,4,4,4,-14.25,20,30,35.75,1500,14
404,404,C405,10,9,0,1,0,6,3,9,0,0,3,7,9,17,13.33333333,20,50.33333333,2500,12
405,405,C406,5,2,1,2,0,2,0,0,1,1,2,2,2,0,10,50,60,3000,8
406,406,C407,32,12,4,16,4,8,0,5,0,7,2,5,7,0,13.33333333,43.33333333,56.66666667,2500,10
407,407,C408,35,7,3,25,2,3,2,1,3,3,5,5,5,-4.857142857,15.71428571,45.71428571,56.57142857,2500,10
408,408,C409,6,1,4,1,1,0,0,0,1,0,0,0,1,-11.66666667,20,40,48.33333333,2000,12
409,409,C410,43,8,8,27,8,0,0,8,0,0,0,4,7,-6.279069767,20,20,33.72093023,1500,14
410,410,C411,19,3,9,7,1,0,2,1,2,0,1,2,2,-10,20,33.33333333,43.33333333,2000,14
411,411,C412,25,23,1,1,12,8,3,3,1,19,14,17,23,17.2,16.52173913,53.91304348,87.63478261,4000,8
412,412,C413,40,14,13,13,5,6,3,11,0,3,7,9,14,-2.75,15.71428571,28.57142857,41.53571429,2000,14
413,413,C414,5,0,2,3,0,0,0,0,0,0,0,0,0,-14,0,28.57142857,14.57142857,500,14
414,414,C415,38,26,7,5,10,5,11,10,11,5,19,25,25,8.684210526,18.07692308,36.15384615,62.91497976,3000,8
415,415,C416,17,4,0,13,0,4,0,4,0,0,3,3,3,-2.941176471,10,20,27.05882353,1000,14
416,416,C417,4,0,0,4,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
417,417,C418,24,10,1,13,1,5,4,4,6,0,2,3,3,2.083333333,15,32,49.08333333,2000,12
418,418,C419,48,37,2,9,10,24,3,29,0,8,18,35,36,12.70833333,13.51351351,28.64864865,54.8704955,2500,10
419,419,C420,34,5,11,18,1,1,3,2,3,0,0,1,4,-8.823529412,18,32,41.17647059,2000,14
420,420,C421,5,3,1,1,2,0,1,0,3,0,1,2,2,6,20,40,66,3000,8
421,421,C422,35,0,10,25,0,0,0,0,0,0,0,0,0,-12.85714286,0,40,27.14285714,1000,14
422,422,C423,39,31,3,5,11,3,17,1,0,30,8,10,21,13.07692308,19.03225806,58.70967742,90.81885856,4500,8
423,423,C424,22,0,17,5,0,0,0,0,0,0,0,0,0,-17.72727273,0,58.70967742,40.98240469,2000,14
424,424,C425,19,16,2,1,3,0,13,13,2,1,8,9,11,14.21052632,20,25,59.21052632,2500,8
425,425,C426,20,6,12,2,6,0,0,2,4,0,0,1,1,-7,20,33.33333333,46.33333333,2000,14
426,426,C427,25,18,4,3,18,0,0,1,5,12,6,14,14,10,20,52.22222222,82.22222222,4000,8
427,427,C428,25,15,6,4,2,10,3,0,11,4,8,8,15,5.6,13.33333333,45.33333333,64.26666667,3000,8
428,428,C429,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,45.33333333,35.33333333,1500,14
429,429,C430,26,22,0,4,20,2,0,7,11,4,10,12,15,15.38461538,19.09090909,37.27272727,71.74825175,3500,8
430,430,C431,21,4,1,16,4,0,0,4,0,0,2,3,3,-4.761904762,20,20,35.23809524,1500,14
431,431,C432,17,1,12,4,0,0,1,1,0,0,1,1,1,-15.29411765,20,20,24.70588235,1000,14
432,432,C433,49,8,40,1,1,2,5,8,0,0,1,1,8,-13.26530612,17.5,20,24.23469388,1000,14
433,433,C434,19,16,0,3,9,4,3,2,2,12,3,13,14,15.26315789,17.5,52.5,85.26315789,4000,8
434,434,C435,9,5,0,4,1,1,3,1,2,2,2,4,5,6.666666667,18,44,68.66666667,3000,8
435,435,C436,36,3,11,22,0,2,1,3,0,0,1,1,1,-10.55555556,13.33333333,20,22.77777778,1000,14
436,436,C437,16,14,1,1,0,7,7,1,0,13,10,13,14,15.625,15,57.14285714,87.76785714,4000,8
437,437,C438,20,8,1,11,2,4,2,0,6,2,8,8,8,1.5,15,45,61.5,3000,8
438,438,C439,9,2,5,2,0,1,1,2,0,0,2,2,2,-8.888888889,15,20,26.11111111,1000,14
439,439,C440,49,5,11,33,3,2,0,5,0,0,5,5,5,-9.183673469,16,20,26.81632653,1000,14
440,440,C441,12,2,2,8,0,0,2,0,0,2,0,1,1,-6.666666667,20,60,73.33333333,3500,8
441,441,C442,20,12,1,7,9,0,3,0,7,5,0,8,12,7.5,20,48.33333333,75.83333333,3500,8
442,442,C443,46,35,5,6,21,5,9,0,18,17,14,35,35,11.73913043,18.57142857,49.71428571,80.02484472,4000,8
443,443,C444,36,15,17,4,7,5,3,13,1,1,6,12,14,-2.222222222,16.66666667,24,38.44444444,1500,14
444,444,C445,40,12,11,17,6,3,3,9,3,0,11,11,11,-3.75,17.5,25,38.75,1500,14
445,445,C446,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,25,10,500,14
446,446,C447,46,27,16,3,5,22,0,20,5,2,19,20,22,4.130434783,11.85185185,26.66666667,42.6489533,2000,14
447,447,C448,28,15,3,10,12,3,0,0,5,10,7,11,15,5,18,53.33333333,76.33333333,3500,8
448,448,C449,45,22,3,20,5,13,4,13,8,1,1,21,22,4,14.09090909,29.09090909,47.18181818,2000,14
449,449,C450,46,25,3,18,17,7,1,10,2,13,6,22,25,5.652173913,17.2,42.4,65.25217391,3000,8
450,450,C451,4,0,1,3,0,0,0,0,0,0,0,0,0,-12.5,0,42.4,29.9,1000,14
451,451,C452,26,2,0,24,1,1,0,0,1,1,2,2,2,-7.692307692,15,50,57.30769231,2500,8
452,452,C453,20,10,3,7,2,8,0,6,0,4,10,10,10,3.5,12,36,51.5,2500,12
453,453,C454,21,0,0,21,0,0,0,0,0,0,0,0,0,-10,0,36,26,1000,14
454,454,C455,19,15,2,2,3,11,1,15,0,0,1,11,11,12.63157895,12.66666667,20,45.29824561,2000,14
455,455,C456,31,28,1,2,20,1,7,4,1,23,15,24,25,16.77419355,19.64285714,53.57142857,89.98847926,4000,8
456,456,C457,43,16,0,27,9,4,3,2,5,9,6,12,15,1.162790698,17.5,48.75,67.4127907,3000,8
457,457,C458,46,40,5,1,9,31,0,3,32,5,15,23,39,15,12.25,41,68.25,3000,8
458,458,C459,3,1,1,1,1,0,0,0,1,0,0,0,0,-3.333333333,20,40,56.66666667,2500,10
459,459,C460,24,8,7,9,8,0,0,2,0,6,5,8,8,-2.916666667,20,50,67.08333333,3000,8
460,460,C461,12,0,8,4,0,0,0,0,0,0,0,0,0,-16.66666667,0,50,33.33333333,1500,14
461,461,C462,19,11,4,4,0,1,10,1,7,3,5,11,11,5.263157895,19.09090909,43.63636364,67.99043062,3000,8
462,462,C463,32,15,10,7,3,11,1,1,10,4,9,15,15,0.9375,12.66666667,44,57.60416667,2500,8
463,463,C464,2,1,0,1,1,0,0,0,1,0,1,1,1,5,20,40,65,3000,8
464,464,C465,10,9,0,1,7,0,2,7,1,1,2,3,5,17,20,26.66666667,63.66666667,3000,8
465,465,C466,4,0,3,1,0,0,0,0,0,0,0,0,0,-17.5,0,26.66666667,9.166666667,0,14
466,466,C467,20,9,0,11,0,1,8,5,2,2,8,8,8,3.5,18.88888889,33.33333333,55.72222222,2500,10
467,467,C468,48,21,5,22,10,8,3,20,0,1,11,12,16,2.083333333,16.19047619,21.9047619,40.17857143,2000,14
468,468,C469,32,25,0,7,6,11,8,21,2,2,19,23,23,13.4375,15.6,24.8,53.8375,2500,10
469,469,C470,41,20,4,17,1,15,4,13,0,7,18,18,18,3.658536585,12.5,34,50.15853659,2500,12
470,470,C471,9,1,5,3,1,0,0,0,0,1,1,1,1,-12.22222222,20,60,67.77777778,3000,8
471,471,C472,47,27,7,13,10,10,7,5,10,12,18,19,22,5.744680851,16.2962963,45.18518519,67.22616233,3000,8
472,472,C473,40,29,4,7,18,11,0,17,10,2,29,29,29,10.75,16.20689655,29.65517241,56.61206897,2500,10
473,473,C474,31,5,6,20,0,4,1,1,2,2,4,5,5,-7.096774194,12,44,48.90322581,2000,12
474,474,C475,25,11,5,9,2,0,9,9,0,2,3,8,10,1.2,20,27.27272727,48.47272727,2000,12
475,475,C476,4,1,2,1,1,0,0,1,0,0,1,1,1,-7.5,20,20,32.5,1500,14
476,476,C477,39,18,10,11,1,1,16,18,0,0,17,17,18,1.282051282,19.44444444,20,40.72649573,2000,14
477,477,C478,10,3,5,2,0,1,2,2,1,0,2,3,3,-6,16.66666667,26.66666667,37.33333333,1500,14
478,478,C479,30,4,11,15,1,3,0,2,2,0,1,3,3,-9.666666667,12.5,30,32.83333333,1500,14
479,479,C480,44,15,26,3,6,5,4,12,3,0,13,15,15,-5.681818182,16.66666667,24,34.98484848,1500,14
480,480,C481,31,19,9,3,2,14,3,16,1,2,9,18,18,5.483870968,12.63157895,25.26315789,43.37860781,2000,14
481,481,C482,33,7,2,24,1,1,5,2,3,2,0,0,3,-4.242424242,18.57142857,40,54.32900433,2500,10
482,482,C483,43,40,0,3,32,7,1,9,19,12,39,40,40,17.90697674,18.25,41.5,77.65697674,3500,8
483,483,C484,43,38,1,4,8,14,16,12,4,22,2,21,24,16.27906977,16.31578947,45.26315789,77.85801714,3500,8
484,484,C485,30,18,1,11,5,4,9,5,0,13,6,14,16,7.666666667,17.77777778,48.88888889,74.33333333,3500,8
485,485,C486,24,8,3,13,0,7,1,2,3,3,0,4,4,-1.25,11.25,42.5,52.5,2500,10
486,486,C487,38,3,19,16,2,1,0,0,3,0,2,3,3,-12.63157895,16.66666667,40,44.03508772,2000,14
487,487,C488,34,27,6,1,3,16,8,23,3,1,22,22,23,12.05882353,14.07407407,23.7037037,49.83660131,2000,12
488,488,C489,27,3,8,16,3,0,0,0,1,2,2,2,2,-9.62962963,20,53.33333333,63.7037037,3000,8
489,489,C490,49,13,9,27,5,8,0,12,0,1,13,13,13,-3.87755102,13.84615385,23.07692308,33.0455259,1500,14
490,490,C491,21,18,1,2,18,0,0,5,7,6,4,12,16,15.23809524,20,41.11111111,76.34920635,3500,8
